Magyar név,Mai hivatalos név,Ország
Somkútpataka,Vălenii Şomcutei,RO
Somlyócsehi,Cehei,RO
Somlyógyőrtelek,Giurtelecu Şimleului,RO
Somlyómező,Câmpia,RO
Somlyószécs,Sici,RO
Somlyóújlak,Uileacu Şimleului,RO
Somodi,Drienovec,SK
Somogyom,Şmig,RO
Somorja,Šamorín,SK
Somos,Drienov,SK
Somosd,Corneşti,RO
Somosfalva,Corneşti,RO
Somoskeszi,Şomoşcheş,RO
Somosréve,Cornereva,RO
Somostelke,Şomoştelnic,RO
Somosújfalu,Drienovská Nová Ves,SK
Somróújfalu,Brusturi,RO
Somszeg,Vieska,SK
Sona,Şona,RO
Sopornya,Šoporňa,SK
Sopronkeresztúr,Deutschkreuz,A
Sopronkertes,Baumgarten im Burgenland,A
Sopronszentmárton,Markt Sankt Martin,A
Sopronudvard,Grossmutschen,A
Sopronújlak,Neutal,A
Sopronnyék,Neckenmarkt,A
Soromikla,Şoromiclea,RO
Soropháza,Şerbeni,RO
Sorostély,Soroştin,RO
Sósd,Şoşdea,RO
Sósfalu,Novoszelica,UA
Sósfüred,Šarišský Štiavnik,SK
Sósgyülevész,Dulova Ves,SK
Sóshegy,Sulzriegel,A
Sóskútfalu,Sulz im Burgenland,A
Sóslak,Szil,UA
Sósliget,Slaná Lehota,SK
Sósmező,Poiana Sărată,RO
Sósó,Švošov,SK
Sóspatak,Şeuşa,RO
Sósújfalu,Ruská Nová Ves,SK
Sósszentmárton,Gligoreşti,RO
Sóvárad,Sărăţeni,RO
Sőreg,Šurice,SK
Sörkút,Výborná,SK
Sötétpatak,Valea Ântunecoasă,RO
Sövényes,Leasa,RO
Sövényfalva,Corneşti,RO
Sövénység,Fişer,RO
Spring,Şpring,RO
Stájerlak,Steierdorf,RO
Stájerlakanina,Anina,RO
Statustanya,Porumbac,RO
Stefanuctanya,Ştefanca,RO
Steja,Şteia,RO
Stejvaspatak,Ştei,RO
Stóla,Štôla,SK
Stomfa,Stupava,SK
Stósz,Štós,SK
Strázsa,Stráže pod Tatrami,SK
Strém,Strem,A
Strezakercisóra,Cârţişoara,RO
Stridóvár,Štrigova,HR
Stridóvár,Štrigove,HR
Stubnyafürdő,Turčianske Teplice,SK
Sugág,Şugag,RO
Sugó,Šmigovec,SK
Suja,Šuja,SK
Surányka,Šurianky,SK
Surján,Šurjan,YU
Susány,Sušany,SK
Susányfalva,Susani,RO
Susd,Şuştiu,RO
Sustra,Suştra,RO
Sutó,Šutovo,SK
Süketfalva,Surda-Dumitreşti,RO
Sükő,Cireşeni,RO
Sülelmed,Ulmeni,RO
Süly,Šuľany,SK
Süllye,Šuľa,SK
Sürüház,Strukovci,SLO
Sütmeg,Şutu,RO
Süvete,Šivetice,SK
Sváb,Dolná Ves,SK
Svábfalu,Švábovce,SK
Svedlér,Švedlár,SK
Szabadbáránd,Grosswarasdorf,A
Szabaderdő,Olteni,RO
Szabadfalu,Freidorf,RO
Szabadhely,Sâmbăteni,RO
Szabadka,Subotica,YU
Szabados,Čierna Lehota,SK
Szabálcs,Zăbalţ,RO
Szabar,Zuberbach,A
Szabéd,Săbed,RO
Szacsal,Săcel,RO
Szacseleváros,Săcele,RO
Szacsúr,Sačurov,SK
Szacsva,Saciova,RO
Szádalmás,Jablonov nad Turňou,SK
Szádecsne,Sádočné,SK
Szádelő,Zádiel,SK
Szádudvarnok,Dvorníky-Včeláre,SK
Szádudvarnok-Méhész,Dvorníky-Včeláre,SK
Szádvörösmart,Virişmort,RO
Szaján,Sajan,YU
Szajkófalva,Oszij,UA
Száka,Saca,RO
Szakadás,Luminişu,RO
Szakadát,Săcădat,RO
Szakadék,Podkylava,SK
Szakadék,Zalom,UA
Szakalár,Socolari,RO
Szakálháza,Săcălaz,RO
Szakállasdombó,Dumbrăviţa,RO
Szakállasfalva,Săcălăşeni,RO
Szakamás,Săcămaş,RO
Szakasz,Răteşti,RO
Szakbény,Skubín,SK
Szakolca,Skalica,SK
Szákul,Sacu,RO
Szalacs,Sălacea,RO
Szalakna,Zlagna,RO
Szalakusz,Sokolníky,SK
Szalánchuta,Slanská Huta,SK
Szalánctanya,Cservone,UA
Szaláncújváros,Slanské Nové Mesto,SK
Szalárd,Sălard,RO
Szalárd,Sălard,RO
Szalárdalmás,Almaşu Mic,RO
Szalatna-irtvány,Slatinské Lazy,SK
Szalatnya,Slatina,SK
Száldobos,Szteblivka,UA
Szalka,Salka,SK
Szálláspatak,Szaszove,UA
Szalmapatak,Româneşti,RO
Szálnok,Soľník,SK
Szalóc,Slavec,SK
Szalók,Slavkovce,SK
Szalóka,Szolovka,UA
Szalónakhuta,Glashütten bei Schlaining,A
Szalónakújtelek,Neustift bei Schlaining,A
Szalonca,Slavnica,SK
Szalonnapatak,Solona,RO
Száltelek,Ţiptelnic,RO
Szálva,Salva,RO
Számos,Samoš,YU
Szamosardó,Arduzel,RO
Szamosberence,Băbăşeşti,RO
Szamosborhid,Valea Vinului,RO
Szamoscikó,Ţicău,RO
Szamosdara,Dara,RO
Szamosdebrecen,Vădurele,RO
Szamosdob,Doba,RO
Szamosfalva,Someşeni,RO
Szamosfericse,Fericea,RO
Szamosfő,Măguri,RO
Szamoshesdát,Hăşdate,RO
Szamoshéviz,Topliţa,RO
Szamosjenő,Fundătura,RO
Szamoskócs,Cociu,RO
Szamoskóród,Corod,RO
Szamoskrassó,Cărăşeu,RO
Szamoslippó,Lipău,RO
Szamoslukácsi,Lucăseşti,RO
Szamosmagasmart,Mogoşeni,RO
Szamosmakód,Mocod,RO
Szamosmonostor,Merişor,RO
Szamosőrmező,Var,RO
Szamospart,Luşca,RO
Szamossósmező,Glod,RO
Szamostelek,Someşeni,RO
Szamostóhát,Tohat,RO
Szamostölgyes,Tulghieş,RO
Szamosudvarhely,Someş-Odorhei,RO
Szamosújfalu,Buzeşti,RO
Szamosújvár,Gherla,RO
Szamosújvárnémeti,Mintiu Gherlii,RO
Szamosveresmart,Roşiori,RO
Szamosszentmiklós,Sânnicoară,RO
Szamosszéplak,Aluniş,RO
Számpor,Sampor,SK
Szanád,Sanad,YU
Szancsal,Sâncel,RO
Szánfalva,Sztanove,UA
Szaniszló,Sanislău,RO
Szaniszlófalva,Staškov,SK
Szánkó,Snakov,SK
Szántó,Santovka,SK
Szántóhalma,Sântuhalm,RO
Szap,Sap,SK
Szapáryfalva,Ţipari,RO
Szapáryliget,Ţipar,RO
Szaplonca,Săpânţa,RO
Szappanpataka,Săpâia,RO
Szarakszó,Sărăcsău,RO
Szaránd,Sărand,RO
Szarata,Sărata,RO
Szárazajta,Aita Seacă,RO
Szárazalmás,Almaşu Sec,RO
Szárazány,Sărăzani,RO
Szárazberek,Bercu,RO
Szárazhegy,Suchá,SK
Szárazhegy,Suhi Vrh,SLO
Száraznyírjes,Suché Brezovo,SK
Szárazpatak,Szuhoj,UA
Szárazpatak,Suchá nad Parnou,SK
Szárazvám,Müllendorf,A
Szárazvölgy,Suchá Dolina,SK
Szárcsa,Sutjeska,YU
Szárcsatelek,Nova Sarča,YU
Szárhegy,Lăzarea,RO
Szarkó,Sarcău,RO
Szárnya,Podsarnie,PL
Szártos,Sartăş,RO
Szárvárborsa,Silická Brezová,SK
Szarvaság,Stejar,RO
Szarvasháza,Zsgyenevo,UA
Szarvaskút,Oleneve,UA
Szarvaslak,Rogašovci,SLO
Szarvaspatak,Corna,RO
Szarvasrét,Puznyakivci,UA
Szarvaszó,Sarasău,RO
Szarvkő,Hornstein,A
Szász,Sása,SK
Szásza,Sása,SK
Szászalmád,Alma Vii,RO
Szászapátfalva,Apoş,RO
Szászavinc,Geamăna,RO
Szászbogács,Băgaciu,RO
Szászbongárd,Bungard,RO
Szászbuda,Buneşti,RO
Szászbudak,Budacu de Jos,RO
Szászbuzd,Buzd,RO
Szászcsanád,Cenade,RO
Szászcsór,Săsciori,RO
Szászdálya,Daia,RO
Szászegerbegy,Agârbiciu,RO
Szászencs,Enciu,RO
Szászfalva,Măgeşti,RO
Szászfehéregyháza,Viscri,RO
Szászfenes,Floreşti,RO
Szászház,Săsăuş,RO
Szászhermány,Hărman,RO
Szászivánfalva,Ighişu Nou,RO
Szászka,Sasca Română,RO
Szászkabánya,Sasca Montană,RO
Szászkeresztúr,Criţ,RO
Szászkézd,Saschiz,RO
Szászlekence,Lechinţa,RO
Szászmagyarós,Măieruş,RO
Szásznádas,Nadeş,RO
Szásznagyvesszős,Veseuş,RO
Szászóka,Szaszivka,UA
Szászorbó,Gârbova,RO
Szászörményes,Ormeniş,RO
Szászpatak,Spătac,RO
Szászpelsőc,Sása,SK
Szászpéntek,Pinticu,RO
Szászrégen,Reghin,RO
Szászsáros,Şaroş pe Târnave,RO
Szászsebes,Sebeş,RO
Szászszentgyörgy,Sângeorzu Nou,RO
Szászszentiván,Sântioana,RO
Szászszentjakab,Sâniacob,RO
Szászszentlászló,Laslea,RO
Szászszőllős,Seleuş,RO
Szásztörpény,Tărpiu,RO
Szásztyukos,Ticuşu Vechi,RO
Szászújfalu,Nou,RO
Szászváros,Orăştie,RO
Szászveresmart,Rotbav,RO
Szászvessződ,Veseud,RO
Szászvolkány,Vulcan,RO
Szászvölgy,Valea Sasului,RO
Szászvölgye,Valea Sasului,RO
Szászzalatna,Zlagna,RO
Szászzsombor,Jimbor,RO
Szatmárgörbed,Româneşti,RO
Szatmárhegy,Viile Satu Mare,RO
Szatmárnémeti,Satu Mare,RO
Szatmárpálfalva,Păuleşti,RO
Szatmárudvari,Odoreu,RO
Szatmárzsadány,Sătmărel,RO
Százd,Sazdice,SK
Százhalom,Movile,RO
Százkő,Savska Ves,HR
Száztelek,Hodermark,SK
Szebed,Sebedražie,SK
Szebedény,Sebedín-Bečov,SK
Szebelléb,Sebechleby,SK
Szebengálos,Galeş,RO
Szebenkákova,Fântânele,RO
Szebenrécse,Reciu,RO
Szécs,Orşova-Pădure,RO
Szécsány,Sečanj,YU
Szécsegres,Egreš,SK
Szecsel,Săcel,RO
Szécsenfalva,Dužine,YU
Szécsénke,Sečianky,SK
Szécsénkovácsi,Kováčovce,SK
Szécsényfa,Skakovci,SLO
Szécsénykovácsi,Kováčovce,SK
Szécsénykút,Petanjci,SLO
Szécsiszentlászló,Motvarjevci,SLO
Szécskeresztúr,Zemplínska Teplica,SK
Szécsmező,Sečovská Polianka,SK
Szécsudvar,Dvorianky,SK
Szederhát,Sederhat,RO
Szederjes,Mureni,RO
Szedernye,Svederník,SK
Szedikert,Záhradné,SK
Szedlice,Sedlice,SK
Szedmerőc,Sedmerovec,SK
Szedreske,Ostrožnica,SK
Szeghegy,Lovćenac,YU
Szegyesd,Seghişte,RO
Szék,Sic,RO
Székás,Colibi,RO
Székásbesenyő,Secăşel,RO
Székásgyepű,Presaca,RO
Székástóhát,Tău,RO
Székásveresegyháza,Roşia de Secaş,RO
Székásszabadja,Ohaba,RO
Szekcsőalja,Šiba,SK
Székelyabod,Abud,RO
Székelyandrásfalva,Săcel,RO
Székelybere,Bereni,RO
Székelybetlenfalva,Beclean,RO
Székelybós,Bozeni,RO
Székelybő,Beu,RO
Székelycsóka,Corbeşti,RO
Székelydálya,Daia,RO
Székelyderzs,Dârjiu,RO
Székelydobó,Dobeni,RO
Székelyfalva,Sekule,SK
Székelyfancsal,Fâncel,RO
Székelyföldvár,Războieni-Cetate,RO
Székelyhegytanya,Pădure,RO
Székelyhid,Săcueni,RO
Székelyhidas,Podeni,RO
Székelyhidegkút,Vidacut,RO
Székelyhodos,Hodoşa,RO
Székelyjó,Săcuieu,RO
Székelykakasd,Vălureni,RO
Székelykál,Căluşeri,RO
Székelykeresztúr,Cristuru Secuiesc,RO
Székelykeve,Skorenovac,YU
Székelykocsárd,Lunca Mureşului,RO
Székelykövesd,Cuieşd,RO
Székelylengyelfalva,Poloniţa,RO
Székelymagyaros,Aluniş,RO
Székelymoson,Moşuni,RO
Székelymuzsna,Mujna,RO
Székelypálfalva,Păuleni,RO
Székelypetőfalva,Peteni,RO
Székelysárd,Şardu Nirajului,RO
Székelysóspatak,Şăuşa,RO
Székelyszáldobos,Doboşeni,RO
Székelyszállás,Sălaşuri,RO
Székelyszenterzsébet,Eliseni,RO
Székelyszentistván,Ştefăneşti,RO
Székelyszentkirály,Sâncrai,RO
Székelyszentmihály,Mihăileni,RO
Székelyszentmiklós,Nicoleni,RO
Székelyszenttamás,Tămaşu,RO
Székelytamásfalva,Tamaşfalău,RO
Székelytelek,Sititelec,RO
Székelytompa,Tâmpa,RO
Székelytornyos,Svetićevo,YU
Székelyudvarhely,Odorheiu Secuiesc,RO
Székelyuraly,Oroiu,RO
Székelyvaja,Vălenii,RO
Székelyvarság,Vărşag,RO
Székelyvécke,Veţca,RO
Székelyzsombor,Jimbor,RO
Szekerény,Sefkerin,YU
Szekerestanya,Sechereşa,RO
Szekerestörpény,Tărpiu,RO
Székes,Săcăreni,RO
Székesaranyág,Arăneag,RO
Székesút,Secusigiu,RO
Székfatanya,Sicfa,RO
Szeklence,Szokirnica,UA
Székó,Sejkov,SK
Székpatak,Secu,RO
Székudvar,Socodor,RO
Szelcse,Selce,SK
Szelec,Selec,SK
Szelecske,Sălişca,RO
Szelenc,Selce,SK
Szelencehegy,Selnica,HR
Szelény,Seľany,SK
Szelepcsény,Slepčany,SK
Széleskút,Sološnica,SK
Széleslonka,Sirokij Luh,UA
Szélesmező,Veľopolie,SK
Szeleste,Slizké,SK
Szélestó,Selesztovo,UA
Szelestyehuta,Poiana Codrului,RO
Szelezsény,Sălăjeni,RO
Szelicse,Sălicea,RO
Szelincs,Zeleneč,SK
Szelindek,Slimnic,RO
Szelistye,Sălişte,RO
Szelistye,Sălişte,RO
Szelistyora,Săliştioara,RO
Szélkút,Sălcud,RO
Szélnye,Sielnica,SK
Szelőce,Selice,SK
Szélporuba,Veterná Poruba,SK
Szélszeg,Sălsig,RO
Széltalló,Margine,RO
Szemelnye,Smilno,SK
Szemerekő,Szmerekove,UA
Szemes,Šemetkovce,SK
Szemet,Kalinkovo,SK
Szemlak,Semlac,RO
Szénafű,Fânaţe,RO
Szénás,Senica,SK
Szénáság,Fânaţele Mădăraşului,RO
Szénásfalu,Bzenica,SK
Szénásgödör,Heugraben,A
Szénástelek,Zavoszina,UA
Szénaszokol,Fânaţele Socolului,RO
Szénavár,Senohrad,SK
Szénaverős,Senereuş,RO
Szenc,Senec,SK
Szencse,Podhajská,SK
Szencsed,Sâncel,RO
Szendelak,Măguri,RO
Szenesfalu,Cărbunari,RO
Szenéte,Senetea,RO
Szenice,Senica,SK
Szenkereszt,Sveti Križ,HR
Szentábrahám,Avrămeşti,RO
Szentágota,Agnita,RO
Szentandrás,Sântandrei,RO
Szentandrás,Liptovský Ondrej,SK
Szentandrás,Sânandrei,RO
Szentanna,Liptovská Anna,SK
Szentantal,Svätý Anton,SK
Szentbenedek,Mănăstirea,RO
Szentbibor,Sebeborci,SLO
Szentborbála,Soltur,YU
Szentdemeter,Sremska Mitrovica,YU
Szentdemeter,Dumitreni,RO
Szentegyháza,Vlăhiţa,RO
Szentegyházasfalu,Vlăhiţa,RO
Szentelek,Stegersbach,A
Szenterzsébet,Guşteriţă,RO
Szentes,Svätuše,SK
Szenteske,Svätuš,SK
Szentfülöp,Bački Gračac,YU
Szentgerice,Gălăţeni,RO
Szentgyörgy,Svätý Jur,SK
Szentgyörgytanya,Sfântu Gheorghe,RO
Szentgyörgyújtelep,Neštich,SK
Szentgyörgyválya,Valea Sângeorgiului,RO
Szentharaszt,Vinohrady nad Váhom,SK
Szentháromság,Troiţa,RO
Szenthubert,Banatsko Veliko Selo,YU
Szentilona,Šenkovec,HR
Szentistvánfalva,Popudiny,SK
Szentistvánkút,Studienka,SK
Szentistvánpatak,Závodie,SK
Szentiván,Liptovský Ján,SK
Szentivánboca,Nižná Boca,SK
Szentivánlaborfalva,Sântionlunca,RO
Szentjakabfalva,Jakub,SK
Szentjános,Barice,YU
Szentjánosháza,Hloža,SK
Szentjánoshegy,Nucet,RO
Szentjobb,Sâniob,RO
Szentjózsef,Poiana Ilvei,RO
Szentkatolna,Catalina,RO
Szentkatolnadorna,Cătălina,RO
Szentkereszt,Svätý Kríž,SK
Szentkereszt,Križovany,SK
Szentkirály,Sâncrai,RO
Szentkút,Heiligenbrunn,A
Szentlászló,Laslovo,HR
Szentlászló,Motvarjevci,SLO
Szentlázár,Sânlazăr,RO
Szentleányfalva,Sânleani,RO
Szentlélek,Bisericani,RO
Szentlőrincke,Lorinčík,SK
Szentmargita,Sânmărghita,RO
Szentmargitbánya,Sankt Margarethen im Burgenland,A
Szentmargithegy,Sveta Margeta,HR
Szentmária,Liptovská Mara,SK
Szentmária,Svätá Mara,SK
Szentmária,Sväta Maria,SK
Szentmárton,Sânmartin,RO
Szentmárton,Martinček,SK
Szentmártonmacskás,Sânmărtin,RO
Szentmáté,Matei,RO
Szentmátyás,Matjaševci,SLO
Szentmihály,Liptovský Michal,SK
Szentmihály,Sânmihai de Pădure,RO
Szentmihály,Mihai Viteazu,RO
Szentmihályfa,Michal na Ostrove,SK
Szentmihályfalva,Šarišské Michaľany,SK
Szentmihálykörtvélyes,Hruseve,UA
Szentmihályúr,Michal nad Žitavou,SK
Szentmiklós,Csinagyijevo,UA
Szentmiklósvölgye,Stará Lehota,SK
Szentmindszent,Kacwin,PL
Szentorbánhegy,Sveti Urban,HR
Szentpál,Sânpaul,RO
Szentpéter,Svätý Peter,SK
Szentpéter,Liptovský Peter,SK
Szentpéterfalva,Sânpetru,RO
Szentpéterfalva,Bozna,RO
Szentpétervölgy,Valea Sânpetrului,RO
Szentpétervölgy,Valea Sânpetrului,RO
Szentsebestyén,Pečarovci,SLO
Szenttamás,Srbobran,YU
Szepesalmás,Jablonov,SK
Szepesapátka,Spišská Opátka,SK
Szepesárki,Jamník,SK
Szepesbéla,Spišská Belá,SK
Szepesdaróc,Dravce,SK
Szepesedelény,Odorín,SK
Szepesgyőrke,Jurgow,PL
Szepeshely,Spišská Kapitula,SK
Szepesjakabfalva,Jakubany,SK
Szepesjánosfalva,Jánovce,SK
Szepeskárolyfalva,Kaľava,SK
Szepeskörtvélyes,Spišský Hrušov,SK
Szepesmátyásfalva,Matiašovce,SK
Szepesmindszent,Bijacovce,SK
Szepesnádasd,Hincovce,SK
Szepesófalu,Spišská Stará Ves,SK
Szepesolaszi,Spišské Vlachy,SK
Szepespatak,Hnilčík,SK
Szepesremete,Mnísek nad Hnilcom,SK
Szepesrét,Lúčka,SK
Szepessümeg,Smižany,SK
Szepestamásfalva,Spišské Tomásovce,SK
Szepestapolca,Spišská Teplica,SK
Szepestótfalu,Slovenská Ves,SK
Szepestölgyes,Dúbrava,SK
Szepesudvard,Dvorce,SK
Szepesváralja,Spišské Podhradie,SK
Szepesvéghely,Hranovnica,SK
Szepesszentgál,Pavľany,SK
Szepesszentgyörgy,Jurské,SK
Szepesszentlőrinc,Brutovce,SK
Szepesszombat,Spišská Sobota,SK
Szépfalu,Frumuşeni,RO
Széphely,Jebel,RO
Szépkenyerűszentmárton,Sânmărtin,RO
Széplak,Buneşti,RO
Széplakapáti,Opátka,SK
Szépliget,Gajdobra,YU
Szépmező,Şona,RO
Szépnyír,Sigmir,RO
Széppatak,Krivoklát,SK
Széprét,Krásna Lúka,SK
Szepsi,Moldava nad Bodvou,SK
Széptelep,Mândra,RO
Szeptencújfalu,Hajná Nová Ves,SK
Szépúr,Schönherrn,A
Szépviz,Frumoasa,RO
Szér,Ser,RO
Szerb,Sârbi,RO
Szerbaradác,Aradac,YU
Szerbcsernye,Srpska Crnja,YU
Szerbelemér,Elemir,YU
Szerbesd,Sârbeşti,RO
Szerbittebe,Srpski Itebej,YU
Szerbkeresztúr,Krstur,YU
Szerbklári,Radojevo,YU
Szerbőc,Svrbice,SK
Szerbszentmárton,Sânmartinu Sârbesc,RO
Szerdahely,Miercurea Sibiului,RO
Szerdahely,Središče,SLO
Szered,Sereď,SK
Szerednye,Szerednye,UA
Szereka,Sereca,RO
Szerelmes,Ľubiša,SK
Szerencsfalva,Scsasztlive,UA
Szeretfalva,Sărăţel,RO
Szerfalva,Sârbi,RO
Szernye,Szernye,UA
Szernyehát,Petrivka,UA
Szervesd,Zerveşti,RO
Szészárma,Săsarm,RO
Szeszcsor,Săsciori,RO
Szeszta,Cestice,SK
Szete,Kubáňovo,SK
Szevesztrény,Săvăstreni,RO
Szibiel,Sibiel,RO
Szidorfalva,Hrabove,UA
Szielnic,Liptovská Sielnica,SK
Szigetfalu,Sculia,RO
Szihelne,Sihelné,SK
Szikesfalu,Sicheviţa,RO
Szikla,Sihla,SK
Sziklabánya,Chropov,SK
Sziklahát,Záskalie,SK
Sziklás,Şanoviţa,RO
Sziklaszoros,Skalité,SK
Sziklavárhely,Hradište,SK
Szikra,Sieggraben,A
Szilád,Siladice,SK
Szilágybadacsony,Bădăcin,RO
Szilágybagos,Boghiş,RO
Szilágyballa,Borla,RO
Szilágybogya,Bodia,RO
Szilágyborzás,Bozieş,RO
Szilágycseh,Cehu Silvaniei,RO
Szilágycseres,Cerişa,RO
Szilágydomoszló,Dumuslău,RO
Szilágyegerbegy,Tămăşeşti,RO
Szilágyerked,Archid,RO
Szilágyfőkeresztúr,Cristur-Crişeni,RO
Szilágygörcsön,Gârceiu,RO
Szilágyi,Svilojevo,YU
Szilágyillésfalva,Băseşti,RO
Szilágykirva,Chilioara,RO
Szilágykorond,Corund,RO
Szilágykövesd,Chieşd,RO
Szilágylompért,Lompirt,RO
Szilágynádasd,Nadiş,RO
Szilágynagyfalu,Nuşfalău,RO
Szilágynyíres,Ciuta,RO
Szilágypanit,Panic,RO
Szilágypaptelek,Popeni,RO
Szilágypér,Pir,RO
Szilágyperecsen,Pericei,RO
Szilágyróna,Rona,RO
Szilágysámson,Şamşud,RO
Szilágysolymos,Şoimuş,RO
Szilágysomlyó,Şimleu Silvaniei,RO
Szilágyszeg,Sălăţig,RO
Szilágyszentkirály,Sâncraiu Silvaniei,RO
Szilágysziget,Sighetu Silvaniei,RO
Szilágytő,Salatiu,RO
Szilágyújlak,Someş-Uileac,RO
Szilágyzovány,Zăuan,RO
Szilas,Brestovec,SK
Szilasháza,Šrobárová,SK
Szilbács,Silbaš,YU
Szilberek,Bački Brestovac,YU
Szilha,Sâlha,RO
Szilice,Silica,SK
Szilistye,Slizké,SK
Szilkerék,Corneni,RO
Szilvásapáti,Vyšné Opátske,SK
Szilváshely,Sălbăgel,RO
Szilvásújfalu,Slivník,SK
Szimő,Zemné,SK
Szind,Sănduleşti,RO
Szineke,Sintea Mică,RO
Szinérszeg,Sinersig,RO
Szinérváralja,Seini,RO
Szinfalu,Sâi,RO
Szinice,Sviniţa,RO
Szinna,Snina,SK
Szinnajalova,Jalová,SK
Szinnamező,Nechválova Poľanka,SK
Szinóbánya,Cinobaňa,SK
Szinte,Sintea Mare,RO
Szinye,Svinia,SK
Szinyefő,Renčišov,SK
Szinyelipóc,Lipovce,SK
Szinyér,Svinice,SK
Szinyeújfalu,Chminianska Nová Ves,SK
Szirb,Sârbi,RO
Szirbó,Sârbova,RO
Szirénfalva,Ptrukša,SK
Szirk,Sirk,SK
Szirtes,Strihovce,SK
Sziszek,Sisak,HR
Szita,Sita,RO
Szitabodza,Sita Buzăului,RO
Szitány,Sitani,RO
Szitnyaliget,Sitnianska Lehôtka,SK
Szitnyatő,Sitnianska,SK
Szivác,Sivac,YU
Szkacsány,Skačany,SK
Szkáros,Skerešovo,SK
Szklabinya,Sklabiňa,SK
Szklabinyaváralja,Sklabinský Podzámok,SK
Szklenófürdő,Sklené Teplice,SK
Szkotárszka,Szkotarszke,UA
Szkrófa,Stejărel,RO
Szlanica,Slanická Osada,SK
Szlatina,Podravska Slatina,HR
Szlatvin,Slatvina,SK
Szloboda,Szvoboda,UA
Szlopony,Szlopovij,UA
Szmerekova,Szmerekove,UA
Szmolnik,Smolník,SK
Szmrecsán,Smrečany,SK
Szobatin,Szobatin,UA
Szobos,Soboš,SK
Szobránc,Sobrance,SK
Szobránckomoró,Komárovce,SK
Szobránckomoróc,Komárovce,SK
Szocóc,Socovce,SK
Szócsán,Soceni,RO
Szocsed,Socet,RO
Szód,Săud,RO
Szodó,Svodov,SK
Szohodol,Sohodol,RO
Szohodol,Sohodol,RO
Szohor,Soharu,RO
Szokány,Săucani,RO
Szokernica,Zsovtnyevoje,UA
Szokolcs,Sokolče,SK
Szolcsány,Solčany,SK
Szolcsányka,Solčianky,SK
Szolcsva,Sălciva,RO
Szoldobágy,Săldăbagiu de Barcău,RO
Szolgagyőr,Posádka,SK
Szolnocska,Soľnička,SK
Szolnok,Žarkovac,YU
Szolnokháza,Izvoarele,RO
Szolocsina,Szolocsin,UA
Szolokma,Solocma,RO
Szolyva,Szvaljava,UA
Szombatfa,Sumetendorf,A
Szombati,Szobatin,UA
Szombatság,Sâmbăta,RO
Szomolánka,Smolinské,SK
Szomolány,Smolenice,SK
Szomolnok,Smolník,SK
Szomolnokhuta,Smolnícka Huta,SK
Szomordok,Sumurducu,RO
Szomorlovászi,Koniarovce,SK
Szomotor,Somotor,SK
Szomotorvécse,Somotor,SK
Szond,Sonta,YU
Szopkó,Szopki,UA
Szopkóc,Sopkovce,SK
Szopola,Slopná,SK
Szorocsány,Stročín,SK
Szorospatak,Hlubokij Potok,UA
Szótelke,Sărata,RO
Szotinafalva,Sotina,SK
Szotyor,Coşeni,RO
Szóvárhegy,Picleu,RO
Szóváros,Suarăş,RO
Szováta,Sovata,RO
Sződemeter,Săuca,RO
Szőgyén,Svodín,SK
Szőkefalva,Seuca,RO
Szőllősegres,Olesnik,UA
Szőllősgyula,Gyula,UA
Szőllőshegy,Kaludjerovo,YU
Szőllőske,Viničky,SK
Szőllősrosztoka,Mala Roztoka,UA
Szőllősudvarnok,Banatski Dušanovac,YU
Szőllősvégardó,Pidvinohragyiv,UA
Szőlőske,Viničky,SK
Szörcse,Surcea,RO
Szörénybalázsd,Voislova,RO
Szörénybuzás,Gârnic,RO
Szörénykanizsa,Cănicea,RO
Szörényordas,Gărâna,RO
Szövérd,Suveica,RO
Szrnyace,Srňacie,SK
Sztakcsinrosztoka,Stakčianska Roztoka,SK
Sztána,Stana,RO
Sztancsafalva,Stanciova,RO
Sztancsesdohába,Stânceşti-Ohaba,RO
Sztánfalva,Sztanove,UA
Sztanizsa,Stănija,RO
Sztankahermány,Hermanovce,SK
Sztankóc,Stankovce,SK
Sztankován,Stankovany,SK
Sztapár,Stapar,YU
Sztára,Staré,SK
Szteuniadülő,Pădurea,RO
Sztojenyásza,Stoieneasa,RO
Sztojkafalva,Stoiceni,RO
Sztosháza,Okoličné,SK
Sztracena,Stratená,SK
Sztrecsény,Strečno,SK
Sztregonya,Bujoru,RO
Sztrettye,Stretea,RO
Sztricsava,Sztricsava,UA
Sztrigyohába,Ohaba Streiului,RO
Sztrigyplop,Plopi,RO
Sztrigyszacsal,Strei-Săcel,RO
Sztrigyszentgyörgy,Streisângeorgiu,RO
Sztrihóc,Strihovce,SK
Sztrimba,Livada,RO
Sztrippa,Sztripa,UA
Sztrojna,Sztrojne,UA
Sztropkó,Stropkov,SK
Sztropkóolyka,Vyšná Oľka,SK
Sztrugár,Strungari,RO
Szuchahora,Suchá Hora,SK
Szucság,Suceagu,RO
Szucsány,Sučany,SK
Szucsányváralja,Podhradie,SK
Szúcsgyertyános,Hrabovka,SK
Szúd,Súdovce,SK
Szudarázs,Sudaraž,HR
Szuha,Szuha,UA
Szuhabaranka,Bronyka,UA
Szuhány,Sucháň,SK
Szuhapatak,Szuhij,UA
Szukó,Sukov,SK
Szulány,Suľany,SK
Szúliget,Sulighete,RO
Szulin,Malý Sulín,SK
Szulóc,Súlovce,SK
Szulyóváralja,Súľov-Hradná,SK
Szunyogd,Suiug,RO
